date,variant
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,original
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-12,original
2021-07-12,original
2021-07-12,delta
2021-07-12,delta
2021-07-12,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,original
2021-07-13,delta
2021-07-13,original
2021-07-13,delta
2021-07-13,original
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,original
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,original
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-13,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,original
2021-07-14,original
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,original
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,original
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-14,original
2021-07-14,original
2021-07-14,delta
2021-07-14,delta
2021-07-14,delta
2021-07-15,original
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,original
2021-07-15,original
2021-07-15,original
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,delta
2021-07-15,original
2021-07-15,delta
2021-07-15,delta
2021-07-16,delta
2021-07-16,original
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,original
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,original
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,delta
2021-07-16,original
2021-07-16,delta
2021-07-16,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,original
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,original
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,original
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,original
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-17,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,original
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,original
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-18,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,original
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,original
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,original
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-19,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,original
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,original
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-20,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,original
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,original
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,original
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,original
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,original
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-21,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,original
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,original
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,original
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,delta
2021-07-22,original
2021-07-23,delta
2021-07-23,delta
2021-07-23,original
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,original
2021-07-23,delta
2021-07-23,delta
2021-07-23,original
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-23,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,original
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,original
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-24,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,original
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-25,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,original
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,original
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-26,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,original
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-27,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,original
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,original
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-28,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,original
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,original
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,original
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-29,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,original
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,original
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-30,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,original
2021-07-31,original
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,original
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,delta
2021-07-31,original
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-01,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
2021-08-02,delta
