date,variant
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-17,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-18,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,original
2021-04-19,delta
2021-04-19,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-20,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,delta
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-21,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,original
2021-04-22,delta
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-23,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-24,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-25,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-26,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-27,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-28,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-29,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-04-30,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-01,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-02,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-03,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,delta
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,delta
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,delta
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,delta
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,delta
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-04,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,delta
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,delta
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-05,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,delta
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-06,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-07,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-08,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-09,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,delta
2021-05-10,delta
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-10,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-11,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-12,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,delta
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-13,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-14,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-15,original
2021-05-16,original
2021-05-16,original
2021-05-16,original
2021-05-16,original
2021-05-16,original
2021-05-17,original
2021-05-17,original
2021-05-17,original
2021-05-17,original
2021-05-17,original
2021-05-17,original
2021-05-17,original
2021-05-18,original
2021-05-18,original
2021-05-18,original
2021-05-18,original
2021-05-18,original
2021-05-18,original
2021-05-18,original
2021-05-18,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-19,original
2021-05-20,original
2021-05-20,original
2021-05-20,original
2021-05-20,original
2021-05-20,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-21,original
2021-05-22,original
2021-05-22,original
2021-05-22,original
2021-05-22,original
2021-05-23,original
2021-05-23,original
2021-05-23,original
2021-05-24,original
2021-05-24,original
2021-05-24,original
2021-05-24,original
2021-05-24,original
2021-05-24,original
2021-05-24,original
2021-05-24,original
2021-05-25,original
2021-05-25,original
2021-05-25,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-26,original
2021-05-27,original
2021-05-27,original
2021-05-27,original
2021-05-27,original
2021-05-27,original
2021-05-27,original
2021-05-27,original
2021-05-28,original
2021-05-28,original
2021-05-28,original
2021-05-28,original
2021-05-28,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-29,original
2021-05-30,original
2021-05-30,original
2021-05-30,original
2021-05-31,original
2021-05-31,original
2021-05-31,original
2021-05-31,original
2021-05-31,original
2021-05-31,original
2021-05-31,original
2021-06-01,original
2021-06-01,original
2021-06-01,original
2021-06-01,original
2021-06-01,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-02,original
2021-06-03,original
2021-06-03,delta
2021-06-03,original
2021-06-03,original
2021-06-03,original
2021-06-03,original
2021-06-03,original
2021-06-03,original
2021-06-04,original
2021-06-04,original
2021-06-04,original
2021-06-05,delta
2021-06-05,original
2021-06-05,original
2021-06-05,original
2021-06-05,original
2021-06-05,original
2021-06-05,original
2021-06-05,original
2021-06-05,original
2021-06-06,original
2021-06-06,original
2021-06-06,original
2021-06-06,original
2021-06-06,original
2021-06-06,original
2021-06-06,original
2021-06-06,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-07,original
2021-06-08,original
2021-06-08,original
2021-06-08,original
2021-06-08,original
2021-06-08,delta
2021-06-08,original
2021-06-08,original
2021-06-08,original
2021-06-08,original
2021-06-08,original
2021-06-09,original
2021-06-09,original
2021-06-09,original
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-10,delta
2021-06-10,delta
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-10,delta
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-10,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-11,original
2021-06-12,original
2021-06-12,original
2021-06-12,delta
2021-06-12,delta
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,delta
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-12,original
2021-06-13,original
2021-06-13,original
2021-06-13,original
2021-06-13,delta
2021-06-13,delta
2021-06-13,original
2021-06-13,original
2021-06-13,original
2021-06-13,original
2021-06-13,original
2021-06-13,original
2021-06-13,original
2021-06-14,original
2021-06-14,original
2021-06-14,original
2021-06-14,original
2021-06-14,original
2021-06-14,original
2021-06-14,original
2021-06-14,delta
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-15,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,delta
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,delta
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-16,original
2021-06-17,original
2021-06-17,original
2021-06-17,delta
2021-06-17,original
2021-06-17,original
2021-06-17,original
2021-06-17,original
2021-06-17,original
2021-06-17,delta
2021-06-17,delta
2021-06-17,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-18,original
2021-06-19,original
2021-06-19,original
2021-06-19,delta
2021-06-19,delta
2021-06-19,original
2021-06-19,delta
2021-06-19,delta
2021-06-19,original
2021-06-19,original
2021-06-20,original
2021-06-20,original
2021-06-20,original
2021-06-21,original
2021-06-21,original
2021-06-21,original
2021-06-21,original
2021-06-21,delta
2021-06-21,original
2021-06-21,original
2021-06-21,original
2021-06-21,original
2021-06-21,delta
2021-06-21,original
2021-06-21,delta
2021-06-21,original
2021-06-21,original
2021-06-21,delta
2021-06-22,delta
2021-06-22,original
2021-06-22,original
2021-06-22,original
2021-06-22,original
2021-06-23,delta
2021-06-23,original
2021-06-23,original
2021-06-23,original
2021-06-23,delta
2021-06-23,original
2021-06-23,original
2021-06-23,original
2021-06-23,delta
2021-06-23,original
2021-06-23,delta
2021-06-23,delta
2021-06-23,delta
2021-06-23,delta
2021-06-24,original
2021-06-24,original
2021-06-24,delta
2021-06-24,original
2021-06-24,original
2021-06-24,original
2021-06-24,original
2021-06-24,delta
2021-06-24,original
2021-06-24,original
2021-06-24,original
2021-06-24,delta
2021-06-25,original
2021-06-25,delta
2021-06-25,original
2021-06-25,delta
2021-06-25,original
2021-06-25,original
2021-06-25,original
2021-06-25,original
2021-06-25,delta
2021-06-25,delta
2021-06-25,original
2021-06-25,original
2021-06-25,delta
2021-06-25,delta
2021-06-25,original
2021-06-26,original
2021-06-26,original
2021-06-26,delta
2021-06-26,original
2021-06-26,original
2021-06-26,original
2021-06-26,original
2021-06-26,original
2021-06-27,original
2021-06-27,original
2021-06-28,original
2021-06-28,original
2021-06-28,delta
2021-06-28,original
2021-06-29,delta
2021-06-29,delta
2021-06-29,original
2021-06-29,original
2021-06-29,original
2021-06-29,original
2021-06-29,original
2021-06-29,delta
2021-06-29,original
2021-06-29,delta
2021-06-29,original
2021-06-29,original
2021-06-29,original
2021-06-29,original
2021-06-30,original
2021-06-30,delta
2021-06-30,original
2021-06-30,delta
2021-06-30,original
2021-06-30,original
2021-06-30,delta
2021-06-30,original
2021-07-01,original
2021-07-01,original
2021-07-01,original
2021-07-01,original
2021-07-01,original
2021-07-01,delta
2021-07-02,delta
2021-07-02,delta
2021-07-02,original
2021-07-02,original
2021-07-03,delta
2021-07-03,original
2021-07-03,delta
2021-07-03,original
2021-07-04,delta
2021-07-04,original
2021-07-04,delta
2021-07-04,delta
2021-07-04,delta
2021-07-04,delta
2021-07-05,delta
2021-07-05,original
2021-07-05,delta
2021-07-05,original
2021-07-05,original
2021-07-06,original
2021-07-06,delta
2021-07-06,original
2021-07-06,delta
2021-07-06,delta
2021-07-06,original
2021-07-06,delta
2021-07-06,delta
2021-07-06,original
2021-07-06,delta
2021-07-06,delta
2021-07-06,original
2021-07-06,delta
2021-07-06,original
2021-07-07,delta
2021-07-07,delta
2021-07-07,original
2021-07-07,delta
2021-07-07,original
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,original
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-07,delta
2021-07-08,delta
2021-07-08,original
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-08,original
2021-07-08,delta
2021-07-08,original
2021-07-08,original
2021-07-08,delta
2021-07-08,delta
2021-07-08,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,original
2021-07-09,delta
2021-07-09,original
2021-07-09,original
2021-07-09,original
2021-07-09,delta
2021-07-09,original
2021-07-09,delta
2021-07-09,delta
2021-07-09,original
2021-07-09,delta
2021-07-09,original
2021-07-09,delta
2021-07-09,original
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-09,delta
2021-07-10,original
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-10,original
2021-07-10,delta
2021-07-10,delta
2021-07-10,original
2021-07-10,delta
2021-07-10,delta
2021-07-10,original
2021-07-10,delta
2021-07-10,delta
2021-07-10,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,delta
2021-07-11,original
2021-07-11,delta
